Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff
31/10/2020,Liverpool,West Ham,2,1,H,85,78,7
01/11/2020,Aston Villa,Southampton,3,4,A,77,76,1
01/11/2020,Newcastle,Everton,2,1,H,76,79,-3
01/11/2020,Man United,Arsenal,0,1,A,82,80,2
01/11/2020,Tottenham,Brighton,2,1,H,82,75,7
02/11/2020,Fulham,West Brom,2,0,H,75,73,2
02/11/2020,Leeds,Leicester,1,4,A,76,80,-4
06/11/2020,Brighton,Burnley,0,0,D,75,76,-1
06/11/2020,Southampton,Newcastle,2,0,H,76,76,0
07/11/2020,Everton,Man United,1,3,A,79,82,-3
07/11/2020,Crystal Palace,Leeds,4,1,H,76,76,0
07/11/2020,Chelsea,Sheffield United,4,1,H,82,73,9
07/11/2020,West Ham,Fulham,1,0,H,78,75,3
08/11/2020,West Brom,Tottenham,0,1,A,73,82,-9
08/11/2020,Leicester,Wolves,1,0,H,80,79,1
08/11/2020,Man City,Liverpool,1,1,D,85,85,0
08/11/2020,Arsenal,Aston Villa,0,3,A,80,77,3
21/11/2020,Newcastle,Chelsea,0,2,A,76,82,-6
21/11/2020,Aston Villa,Brighton,1,2,A,77,75,2
21/11/2020,Tottenham,Man City,2,0,H,82,85,-3
21/11/2020,Man United,West Brom,1,0,H,82,73,9
22/11/2020,Fulham,Everton,2,3,A,75,79,-4
22/11/2020,Sheffield United,West Ham,0,1,A,73,78,-5
22/11/2020,Leeds,Arsenal,0,0,D,76,80,-4
22/11/2020,Liverpool,Leicester,3,0,H,85,80,5
23/11/2020,Burnley,Crystal Palace,1,0,H,76,76,0
23/11/2020,Wolves,Southampton,1,1,D,79,76,3
27/11/2020,Crystal Palace,Newcastle,0,2,A,76,76,0
28/11/2020,Brighton,Liverpool,1,1,D,75,85,-10
28/11/2020,Man City,Burnley,5,0,H,85,76,9
28/11/2020,Everton,Leeds,0,1,A,79,76,3
28/11/2020,West Brom,Sheffield United,1,0,H,73,73,0
29/11/2020,Southampton,Man United,2,3,A,76,82,-6
29/11/2020,Chelsea,Tottenham,0,0,D,82,82,0
29/11/2020,Arsenal,Wolves,1,2,A,80,79,1
30/11/2020,Leicester,Fulham,1,2,A,80,75,5
30/11/2020,West Ham,Aston Villa,2,1,H,78,77,1
05/12/2020,Burnley,Everton,1,1,D,76,79,-3
05/12/2020,Man City,Fulham,2,0,H,85,75,10
05/12/2020,West Ham,Man United,1,3,A,78,82,-4
05/12/2020,Chelsea,Leeds,3,1,H,82,76,6
06/12/2020,West Brom,Crystal Palace,1,5,A,73,76,-3
06/12/2020,Sheffield United,Leicester,1,2,A,73,80,-7
06/12/2020,Tottenham,Arsenal,2,0,H,82,80,2
06/12/2020,Liverpool,Wolves,4,0,H,85,79,6
07/12/2020,Brighton,Southampton,1,2,A,75,76,-1
11/12/2020,Leeds,West Ham,1,2,A,76,78,-2
12/12/2020,Wolves,Aston Villa,0,1,A,79,77,2
12/12/2020,Newcastle,West Brom,2,1,H,76,73,3
12/12/2020,Man United,Man City,0,0,D,82,85,-3
12/12/2020,Everton,Chelsea,1,0,H,79,82,-3
13/12/2020,Southampton,Sheffield United,3,0,H,76,73,3
13/12/2020,Crystal Palace,Tottenham,1,1,D,76,82,-6
13/12/2020,Fulham,Liverpool,1,1,D,75,85,-10
13/12/2020,Arsenal,Burnley,0,1,A,80,76,4
13/12/2020,Leicester,Brighton,3,0,H,80,75,5
15/12/2020,Wolves,Chelsea,2,1,H,79,82,-3
15/12/2020,Man City,West Brom,1,1,D,85,73,12
16/12/2020,Arsenal,Southampton,1,1,D,80,76,4
16/12/2020,Leeds,Newcastle,5,2,H,76,76,0
16/12/2020,Leicester,Everton,0,2,A,80,79,1
16/12/2020,Fulham,Brighton,0,0,D,75,75,0
16/12/2020,Liverpool,Tottenham,2,1,H,85,82,3
16/12/2020,West Ham,Crystal Palace,1,1,D,78,76,2
17/12/2020,Aston Villa,Burnley,0,0,D,77,76,1
17/12/2020,Sheffield United,Man United,2,3,A,73,82,-9
19/12/2020,Crystal Palace,Liverpool,0,7,A,76,85,-9
19/12/2020,Southampton,Man City,0,1,A,76,85,-9
19/12/2020,Everton,Arsenal,2,1,H,79,80,-1
19/12/2020,Newcastle,Fulham,1,1,D,76,75,1
20/12/2020,Brighton,Sheffield United,1,1,D,75,73,2
20/12/2020,Tottenham,Leicester,0,2,A,82,80,2
20/12/2020,Man United,Leeds,6,2,H,82,76,6
20/12/2020,West Brom,Aston Villa,0,3,A,73,77,-4
21/12/2020,Burnley,Wolves,2,1,H,76,79,-3
21/12/2020,Chelsea,West Ham,3,0,H,82,78,4
26/12/2020,Leicester,Man United,2,2,D,80,82,-2
26/12/2020,Aston Villa,Crystal Palace,3,0,H,77,76,1
26/12/2020,Fulham,Southampton,0,0,D,75,76,-1
26/12/2020,Arsenal,Chelsea,3,1,H,80,82,-2
26/12/2020,Man City,Newcastle,2,0,H,85,76,9
26/12/2020,Sheffield United,Everton,0,1,A,73,79,-6
27/12/2020,Leeds,Burnley,1,0,H,76,76,0
27/12/2020,West Ham,Brighton,2,2,D,78,75,3
27/12/2020,Liverpool,West Brom,1,1,D,85,73,12
27/12/2020,Wolves,Tottenham,1,1,D,79,82,-3
28/12/2020,Crystal Palace,Leicester,1,1,D,76,80,-4
28/12/2020,Chelsea,Aston Villa,1,1,D,82,77,5
29/12/2020,Brighton,Arsenal,0,1,A,75,80,-5
29/12/2020,Burnley,Sheffield United,1,0,H,76,73,3
29/12/2020,Southampton,West Ham,0,0,D,76,78,-2
29/12/2020,West Brom,Leeds,0,5,A,73,76,-3
29/12/2020,Man United,Wolves,1,0,H,82,79,3
30/12/2020,Newcastle,Liverpool,0,0,D,76,85,-9
01/01/2021,Everton,West Ham,0,1,A,79,78,1
01/01/2021,Man United,Aston Villa,2,1,H,82,77,5
02/01/2021,Tottenham,Leeds,3,0,H,82,76,6
02/01/2021,Crystal Palace,Sheffield United,2,0,H,76,73,3
02/01/2021,Brighton,Wolves,3,3,D,75,79,-4
02/01/2021,West Brom,Arsenal,0,4,A,73,80,-7
03/01/2021,Newcastle,Leicester,1,2,A,76,80,-4
03/01/2021,Chelsea,Man City,1,3,A,82,85,-3
04/01/2021,Southampton,Liverpool,1,0,H,76,85,-9
12/01/2021,Sheffield United,Newcastle,1,0,H,73,76,-3
12/01/2021,Burnley,Man United,0,1,A,76,82,-6
12/01/2021,Wolves,Everton,1,2,A,79,79,0
13/01/2021,Man City,Brighton,1,0,H,85,75,10
13/01/2021,Tottenham,Fulham,1,1,D,82,75,7
14/01/2021,Arsenal,Crystal Palace,0,0,D,80,76,4
16/01/2021,Wolves,West Brom,2,3,A,79,73,6
16/01/2021,Leeds,Brighton,0,1,A,76,75,1
16/01/2021,West Ham,Burnley,1,0,H,78,76,2
16/01/2021,Fulham,Chelsea,0,1,A,75,82,-7
16/01/2021,Leicester,Southampton,2,0,H,80,76,4
17/01/2021,Sheffield United,Tottenham,1,3,A,73,82,-9
17/01/2021,Liverpool,Man United,0,0,D,85,82,3
17/01/2021,Man City,Crystal Palace,4,0,H,85,76,9
18/01/2021,Arsenal,Newcastle,3,0,H,80,76,4
19/01/2021,West Ham,West Brom,2,1,H,78,73,5
19/01/2021,Leicester,Chelsea,2,0,H,80,82,-2
20/01/2021,Man City,Aston Villa,2,0,H,85,77,8
20/01/2021,Fulham,Man United,1,2,A,75,82,-7
21/01/2021,Liverpool,Burnley,0,1,A,85,76,9
23/01/2021,Aston Villa,Newcastle,2,0,H,77,76,1
26/01/2021,Crystal Palace,West Ham,2,3,A,76,78,-2
26/01/2021,Newcastle,Leeds,1,2,A,76,76,0
26/01/2021,Southampton,Arsenal,1,3,A,76,80,-4
26/01/2021,West Brom,Man City,0,5,A,73,85,-12
27/01/2021,Burnley,Aston Villa,3,2,H,76,77,-1
27/01/2021,Chelsea,Wolves,0,0,D,82,79,3
27/01/2021,Brighton,Fulham,0,0,D,75,75,0
27/01/2021,Everton,Leicester,1,1,D,79,80,-1
27/01/2021,Man United,Sheffield United,1,2,A,82,73,9
28/01/2021,Tottenham,Liverpool,1,3,A,82,85,-3
30/01/2021,Everton,Newcastle,0,2,A,79,76,3
30/01/2021,Crystal Palace,Wolves,1,0,H,76,79,-3
30/01/2021,Man City,Sheffield United,1,0,H,85,73,12
30/01/2021,West Brom,Fulham,2,2,D,73,75,-2
30/01/2021,Arsenal,Man United,0,0,D,80,82,-2
30/01/2021,Southampton,Aston Villa,0,1,A,76,77,-1
31/01/2021,Chelsea,Burnley,2,0,H,82,76,6
31/01/2021,Leicester,Leeds,1,3,A,80,76,4
31/01/2021,West Ham,Liverpool,1,3,A,78,85,-7
31/01/2021,Brighton,Tottenham,1,0,H,75,82,-7
02/02/2021,Sheffield United,West Brom,2,1,H,73,73,0
02/02/2021,Wolves,Arsenal,2,1,H,79,80,-1
02/02/2021,Man United,Southampton,9,0,H,82,76,6
02/02/2021,Newcastle,Crystal Palace,1,2,A,76,76,0
03/02/2021,Burnley,Man City,0,2,A,76,85,-9
03/02/2021,Fulham,Leicester,0,2,A,75,80,-5
03/02/2021,Leeds,Everton,1,2,A,76,79,-3
03/02/2021,Aston Villa,West Ham,1,3,A,77,78,-1
03/02/2021,Liverpool,Brighton,0,1,A,85,75,10
04/02/2021,Tottenham,Chelsea,0,1,A,82,82,0
06/02/2021,Aston Villa,Arsenal,1,0,H,77,80,-3
06/02/2021,Burnley,Brighton,1,1,D,76,75,1
06/02/2021,Newcastle,Southampton,3,2,H,76,76,0
06/02/2021,Fulham,West Ham,0,0,D,75,78,-3
06/02/2021,Man United,Everton,3,3,D,82,79,3
07/02/2021,Tottenham,West Brom,2,0,H,82,73,9
07/02/2021,Wolves,Leicester,0,0,D,79,80,-1
07/02/2021,Liverpool,Man City,1,4,A,85,85,0
07/02/2021,Sheffield United,Chelsea,1,2,A,73,82,-9
08/02/2021,Leeds,Crystal Palace,2,0,H,76,76,0
13/02/2021,Leicester,Liverpool,3,1,H,80,85,-5
13/02/2021,Crystal Palace,Burnley,0,3,A,76,76,0
13/02/2021,Man City,Tottenham,3,0,H,85,82,3
13/02/2021,Brighton,Aston Villa,0,0,D,75,77,-2
14/02/2021,Southampton,Wolves,1,2,A,76,79,-3
14/02/2021,West Brom,Man United,1,1,D,73,82,-9
14/02/2021,Arsenal,Leeds,4,2,H,80,76,4
14/02/2021,Everton,Fulham,0,2,A,79,75,4
15/02/2021,West Ham,Sheffield United,3,0,H,78,73,5
15/02/2021,Chelsea,Newcastle,2,0,H,82,76,6
17/02/2021,Burnley,Fulham,1,1,D,76,75,1
17/02/2021,Everton,Man City,1,3,A,79,85,-6
19/02/2021,Wolves,Leeds,1,0,H,79,76,3
20/02/2021,Southampton,Chelsea,1,1,D,76,82,-6
20/02/2021,Burnley,West Brom,0,0,D,76,73,3
20/02/2021,Liverpool,Everton,0,2,A,85,79,6
20/02/2021,Fulham,Sheffield United,1,0,H,75,73,2
21/02/2021,West Ham,Tottenham,2,1,H,78,82,-4
21/02/2021,Aston Villa,Leicester,1,2,A,77,80,-3
21/02/2021,Arsenal,Man City,0,1,A,80,85,-5
21/02/2021,Man United,Newcastle,3,1,H,82,76,6
22/02/2021,Brighton,Crystal Palace,1,2,A,75,76,-1
23/02/2021,Leeds,Southampton,3,0,H,76,76,0
27/02/2021,Man City,West Ham,2,1,H,85,78,7
27/02/2021,West Brom,Brighton,1,0,H,73,75,-2
27/02/2021,Leeds,Aston Villa,0,1,A,76,77,-1
27/02/2021,Newcastle,Wolves,1,1,D,76,79,-3
28/02/2021,Crystal Palace,Fulham,0,0,D,76,75,1
28/02/2021,Leicester,Arsenal,1,3,A,80,80,0
28/02/2021,Tottenham,Burnley,4,0,H,82,76,6
28/02/2021,Chelsea,Man United,0,0,D,82,82,0
28/02/2021,Sheffield United,Liverpool,0,2,A,73,85,-12
01/03/2021,Everton,Southampton,1,0,H,79,76,3
02/03/2021,Man City,Wolves,4,1,H,85,79,6
03/03/2021,Burnley,Leicester,1,1,D,76,80,-4
03/03/2021,Sheffield United,Aston Villa,1,0,H,73,77,-4
03/03/2021,Crystal Palace,Man United,0,0,D,76,82,-6
04/03/2021,Fulham,Tottenham,0,1,A,75,82,-7
04/03/2021,West Brom,Everton,0,1,A,73,79,-6
04/03/2021,Liverpool,Chelsea,0,1,A,85,82,3
06/03/2021,Burnley,Arsenal,1,1,D,76,80,-4
06/03/2021,Sheffield United,Southampton,0,2,A,73,76,-3
06/03/2021,Aston Villa,Wolves,0,0,D,77,79,-2
06/03/2021,Brighton,Leicester,1,2,A,75,80,-5
07/03/2021,West Brom,Newcastle,0,0,D,73,76,-3
07/03/2021,Liverpool,Fulham,0,1,A,85,75,10
07/03/2021,Man City,Man United,0,2,A,85,82,3
07/03/2021,Tottenham,Crystal Palace,4,1,H,82,76,6
08/03/2021,Chelsea,Everton,2,0,H,82,79,3
08/03/2021,West Ham,Leeds,2,0,H,78,76,2
10/03/2021,Man City,Southampton,5,2,H,85,76,9
12/03/2021,Newcastle,Aston Villa,1,1,D,76,77,-1
13/03/2021,Leeds,Chelsea,0,0,D,76,82,-6
13/03/2021,Crystal Palace,West Brom,1,0,H,76,73,3
13/03/2021,Everton,Burnley,1,2,A,79,76,3
13/03/2021,Fulham,Man City,0,3,A,75,85,-10
14/03/2021,Southampton,Brighton,1,2,A,76,75,1
14/03/2021,Leicester,Sheffield United,5,0,H,80,73,7
14/03/2021,Arsenal,Tottenham,2,1,H,80,82,-2
14/03/2021,Man United,West Ham,1,0,H,82,78,4
15/03/2021,Wolves,Liverpool,0,1,A,79,85,-6
19/03/2021,Fulham,Leeds,1,2,A,75,76,-1
20/03/2021,Brighton,Newcastle,3,0,H,75,76,-1
21/03/2021,West Ham,Arsenal,3,3,D,78,80,-2
21/03/2021,Aston Villa,Tottenham,0,2,A,77,82,-5
03/04/2021,Chelsea,West Brom,2,5,A,82,73,9
03/04/2021,Leeds,Sheffield United,2,1,H,76,73,3
03/04/2021,Leicester,Man City,0,2,A,80,85,-5
03/04/2021,Arsenal,Liverpool,0,3,A,80,85,-5
04/04/2021,Southampton,Burnley,3,2,H,76,76,0
04/04/2021,Newcastle,Tottenham,2,2,D,76,82,-6
04/04/2021,Aston Villa,Fulham,3,1,H,77,75,2
04/04/2021,Man United,Brighton,2,1,H,82,75,7
05/04/2021,Everton,Crystal Palace,1,1,D,79,76,3
05/04/2021,Wolves,West Ham,2,3,A,79,78,1
09/04/2021,Fulham,Wolves,0,1,A,75,79,-4
10/04/2021,Man City,Leeds,1,2,A,85,76,9
10/04/2021,Liverpool,Aston Villa,2,1,H,85,77,8
10/04/2021,Crystal Palace,Chelsea,1,4,A,76,82,-6
11/04/2021,Burnley,Newcastle,1,2,A,76,76,0
11/04/2021,West Ham,Leicester,3,2,H,78,80,-2
11/04/2021,Tottenham,Man United,1,3,A,82,82,0
11/04/2021,Sheffield United,Arsenal,0,3,A,73,80,-7
12/04/2021,West Brom,Southampton,3,0,H,73,76,-3
12/04/2021,Brighton,Everton,0,0,D,75,79,-4
16/04/2021,Everton,Tottenham,2,2,D,79,82,-3
17/04/2021,Newcastle,West Ham,3,2,H,76,78,-2
17/04/2021,Wolves,Sheffield United,1,0,H,79,73,6
18/04/2021,Arsenal,Fulham,1,1,D,80,75,5
18/04/2021,Man United,Burnley,3,1,H,82,76,6
19/04/2021,Leeds,Liverpool,1,1,D,76,85,-9
20/04/2021,Chelsea,Brighton,0,0,D,82,75,7
21/04/2021,Tottenham,Southampton,2,1,H,82,76,6
21/04/2021,Aston Villa,Man City,1,2,A,77,85,-8
22/04/2021,Leicester,West Brom,3,0,H,80,73,7
23/04/2021,Arsenal,Everton,0,1,A,80,79,1
24/04/2021,Liverpool,Newcastle,1,1,D,85,76,9
24/04/2021,West Ham,Chelsea,0,1,A,78,82,-4
24/04/2021,Sheffield United,Brighton,1,0,H,73,75,-2
25/04/2021,Wolves,Burnley,0,4,A,79,76,3
25/04/2021,Leeds,Man United,0,0,D,76,82,-6
25/04/2021,Aston Villa,West Brom,2,2,D,77,73,4
26/04/2021,Leicester,Crystal Palace,2,1,H,80,76,4
30/04/2021,Southampton,Leicester,1,1,D,76,80,-4
01/05/2021,Crystal Palace,Man City,0,2,A,76,85,-9
01/05/2021,Brighton,Leeds,2,0,H,75,76,-1
01/05/2021,Chelsea,Fulham,2,0,H,82,75,7
01/05/2021,Everton,Aston Villa,1,2,A,79,77,2
02/05/2021,Newcastle,Arsenal,0,2,A,76,80,-4
02/05/2021,Tottenham,Sheffield United,4,0,H,82,73,9
03/05/2021,West Brom,Wolves,1,1,D,73,79,-6
03/05/2021,Burnley,West Ham,1,2,A,76,78,-2
07/05/2021,Leicester,Newcastle,2,4,A,80,76,4
08/05/2021,Leeds,Tottenham,3,1,H,76,82,-6
08/05/2021,Sheffield United,Crystal Palace,0,2,A,73,76,-3
08/05/2021,Man City,Chelsea,1,2,A,85,82,3
08/05/2021,Liverpool,Southampton,2,0,H,85,76,9
09/05/2021,Wolves,Brighton,2,1,H,79,75,4
09/05/2021,Aston Villa,Man United,1,3,A,77,82,-5
09/05/2021,West Ham,Everton,0,1,A,78,79,-1
09/05/2021,Arsenal,West Brom,3,1,H,80,73,7
10/05/2021,Fulham,Burnley,0,2,A,75,76,-1
11/05/2021,Man United,Leicester,1,2,A,82,80,2
11/05/2021,Southampton,Crystal Palace,3,1,H,76,76,0
12/05/2021,Chelsea,Arsenal,0,1,A,82,80,2
13/05/2021,Aston Villa,Everton,0,0,D,77,79,-2
13/05/2021,Man United,Liverpool,2,4,A,82,85,-3
14/05/2021,Newcastle,Man City,3,4,A,76,85,-9
15/05/2021,Burnley,Leeds,0,4,A,76,76,0
15/05/2021,Southampton,Fulham,3,1,H,76,75,1
15/05/2021,Brighton,West Ham,1,1,D,75,78,-3
16/05/2021,Crystal Palace,Aston Villa,3,2,H,76,77,-1
16/05/2021,Tottenham,Wolves,2,0,H,82,79,3
16/05/2021,West Brom,Liverpool,1,2,A,73,85,-12
16/05/2021,Everton,Sheffield United,0,1,A,79,73,6
18/05/2021,Man United,Fulham,1,1,D,82,75,7
18/05/2021,Southampton,Leeds,0,2,A,76,76,0
18/05/2021,Brighton,Man City,3,2,H,75,85,-10
18/05/2021,Chelsea,Leicester,2,1,H,82,80,2
19/05/2021,Everton,Wolves,1,0,H,79,79,0
19/05/2021,Newcastle,Sheffield United,1,0,H,76,73,3
19/05/2021,Tottenham,Aston Villa,1,2,A,82,77,5
19/05/2021,Crystal Palace,Arsenal,1,3,A,76,80,-4
19/05/2021,Burnley,Liverpool,0,3,A,76,85,-9
19/05/2021,West Brom,West Ham,1,3,A,73,78,-5
23/05/2021,Arsenal,Brighton,2,0,H,80,75,5
23/05/2021,Aston Villa,Chelsea,2,1,H,77,82,-5
23/05/2021,Fulham,Newcastle,0,2,A,75,76,-1
23/05/2021,Leeds,West Brom,3,1,H,76,73,3
23/05/2021,Leicester,Tottenham,2,4,A,80,82,-2
23/05/2021,Liverpool,Crystal Palace,2,0,H,85,76,9
23/05/2021,Man City,Everton,5,0,H,85,79,6
23/05/2021,Sheffield United,Burnley,1,0,H,73,76,-3
23/05/2021,West Ham,Southampton,3,0,H,78,76,2
23/05/2021,Wolves,Man United,1,2,A,79,82,-3
