Fixture ID,Game Date,Home Team ID,Away Team ID,Home Team Goals,Away Team Goals,Venue,Home Team,Away Team,Home Team Logo,Away Team Logo
192297,2015-08-08,33.0,47.0,1,0,Old Trafford,Manchester United,Tottenham,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/47.png
192298,2015-08-08,35.0,66.0,0,1,Vitality Stadium,Bournemouth,Aston Villa,https://media.api-sports.io/football/teams/35.png,https://media.api-sports.io/football/teams/66.png
192299,2015-08-08,71.0,52.0,1,3,Carrow Road,Norwich,Crystal Palace,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/52.png
192300,2015-08-08,46.0,74.0,4,2,King Power Stadium,Leicester,Sunderland,https://media.api-sports.io/football/teams/46.png,https://media.api-sports.io/football/teams/746.png
192301,2015-08-08,45.0,38.0,2,2,Goodison Park,Everton,Watford,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/38.png
192302,2015-08-08,49.0,76.0,2,2,Stamford Bridge,Chelsea,Swansea,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/76.png
192303,2015-08-09,34.0,41.0,2,2,St James' Park,Newcastle,Southampton,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/41.png
192304,2015-08-09,42.0,48.0,0,2,Emirates Stadium,Arsenal,West Ham,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/48.png
192305,2015-08-09,75.0,40.0,0,1,bet365 Stadium,Stoke City,Liverpool,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/40.png
192306,2015-08-10,60.0,50.0,0,3,The Hawthorns,West Brom,Manchester City,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/50.png
192307,2015-08-14,66.0,33.0,0,1,Villa Park,Aston Villa,Manchester United,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/33.png
192308,2015-08-15,41.0,45.0,0,3,St. Mary's Stadium,Southampton,Everton,https://media.api-sports.io/football/teams/41.png,https://media.api-sports.io/football/teams/45.png
192309,2015-08-15,48.0,46.0,1,2,London Stadium,West Ham,Leicester,https://media.api-sports.io/football/teams/48.png,https://media.api-sports.io/football/teams/46.png
192310,2015-08-15,76.0,34.0,2,0,Liberty Stadium,Swansea,Newcastle,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/34.png
192311,2015-08-15,74.0,71.0,1,3,Stadium of Light,Sunderland,Norwich,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/71.png
192312,2015-08-15,47.0,75.0,2,2,White Hart Lane,Tottenham,Stoke City,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/75.png
192313,2015-08-15,38.0,60.0,0,0,Vicarage Road,Watford,West Brom,https://media.api-sports.io/football/teams/38.png,https://media.api-sports.io/football/teams/60.png
192314,2015-08-16,52.0,42.0,1,2,Selhurst Park,Crystal Palace,Arsenal,https://media.api-sports.io/football/teams/52.png,https://media.api-sports.io/football/teams/42.png
192315,2015-08-16,50.0,49.0,3,0,Etihad Stadium,Manchester City,Chelsea,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/49.png
192316,2015-08-17,40.0,35.0,1,0,Anfield,Liverpool,Bournemouth,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/35.png
192317,2015-08-22,33.0,34.0,0,0,Old Trafford,Manchester United,Newcastle,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/34.png
192318,2015-08-22,52.0,66.0,2,1,Selhurst Park,Crystal Palace,Aston Villa,https://media.api-sports.io/football/teams/52.png,https://media.api-sports.io/football/teams/66.png
192319,2015-08-22,48.0,35.0,3,4,London Stadium,West Ham,Bournemouth,https://media.api-sports.io/football/teams/48.png,https://media.api-sports.io/football/teams/35.png
192320,2015-08-22,71.0,75.0,1,1,Carrow Road,Norwich,Stoke City,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/75.png
