Fixture ID,Game Date,Home Team ID,Away Team ID,Home Team Goals,Away Team Goals,Venue,Home Team,Away Team,Home Team Logo,Away Team Logo
193853,2011-09-10,68.0,33.0,0,5,Reebok Stadium (Bolton),Bolton,Manchester United,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/33.png
193854,2011-09-11,71.0,60.0,0,1,"Carrow Road (Norwich, Norfolk)",Norwich,West Brom,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/60.png
193855,2011-09-11,36.0,67.0,1,1,Craven Cottage (London),Fulham,Blackburn,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/67.png
193856,2011-09-12,72.0,34.0,0,0,Loftus Road Stadium (London),QPR,Newcastle,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/34.png
193857,2011-09-17,67.0,42.0,4,3,Ewood Park (Blackburn),Blackburn,Arsenal,https://media.api-sports.io/football/teams/67.png,https://media.api-sports.io/football/teams/42.png
193858,2011-09-17,66.0,34.0,1,1,Villa Park (Birmingham),Aston Villa,Newcastle,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/34.png
193859,2011-09-17,68.0,71.0,1,2,Reebok Stadium (Bolton),Bolton,Norwich,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/71.png
193860,2011-09-17,45.0,61.0,3,1,Goodison Park (Liverpool),Everton,Wigan,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/61.png
193861,2011-09-17,76.0,60.0,3,0,Liberty Stadium (Swansea),Swansea,West Brom,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/60.png
193862,2011-09-17,39.0,72.0,0,3,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,QPR,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/72.png
193863,2011-09-18,47.0,40.0,4,0,White Hart Lane (London),Tottenham,Liverpool,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/40.png
193864,2011-09-18,36.0,50.0,2,2,Craven Cottage (London),Fulham,Manchester City,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/50.png
193865,2011-09-18,74.0,75.0,4,0,Stadium of Light (Sunderland),Sunderland,Stoke City,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/75.png
193866,2011-09-18,33.0,49.0,3,1,Old Trafford (Manchester),Manchester United,Chelsea,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/49.png
193867,2011-09-24,50.0,45.0,2,0,Etihad Stadium (Manchester),Manchester City,Everton,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/45.png
193868,2011-09-24,42.0,68.0,3,0,Emirates Stadium (London),Arsenal,Bolton,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/68.png
193869,2011-09-24,49.0,76.0,4,1,Stamford Bridge (London),Chelsea,Swansea,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/76.png
193870,2011-09-24,40.0,39.0,2,1,Anfield (Liverpool),Liverpool,Wolves,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/39.png
193871,2011-09-24,34.0,67.0,3,1,Sports Direct Arena (Newcastle-upon-Tyne),Newcastle,Blackburn,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/67.png
193872,2011-09-24,60.0,36.0,0,0,The Hawthorns (West Bromwich),West Brom,Fulham,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/36.png
193873,2011-09-24,61.0,47.0,1,2,The DW Stadium (Wigan),Wigan,Tottenham,https://media.api-sports.io/football/teams/61.png,https://media.api-sports.io/football/teams/47.png
193874,2011-09-24,75.0,33.0,1,1,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",Stoke City,Manchester United,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/33.png
193875,2011-09-25,72.0,66.0,1,1,Loftus Road Stadium (London),QPR,Aston Villa,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/66.png
193876,2011-09-26,71.0,74.0,2,1,"Carrow Road (Norwich, Norfolk)",Norwich,Sunderland,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/746.png
193877,2011-10-01,45.0,40.0,0,2,Goodison Park (Liverpool),Everton,Liverpool,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/40.png
193878,2011-10-01,66.0,61.0,2,0,Villa Park (Birmingham),Aston Villa,Wigan,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/61.png
193879,2011-10-01,67.0,50.0,0,4,Ewood Park (Blackburn),Blackburn,Manchester City,https://media.api-sports.io/football/teams/67.png,https://media.api-sports.io/football/teams/50.png
193880,2011-10-01,33.0,71.0,2,0,Old Trafford (Manchester),Manchester United,Norwich,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/71.png
193881,2011-10-01,74.0,60.0,2,2,Stadium of Light (Sunderland),Sunderland,West Brom,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/60.png
193882,2011-10-01,39.0,34.0,1,2,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,Newcastle,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/34.png
193883,2011-10-02,68.0,49.0,1,5,Reebok Stadium (Bolton),Bolton,Chelsea,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/49.png
193884,2011-10-02,36.0,72.0,6,0,Craven Cottage (London),Fulham,QPR,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/72.png
193885,2011-10-02,76.0,75.0,2,0,Liberty Stadium (Swansea),Swansea,Stoke City,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/75.png
193886,2011-10-02,47.0,42.0,2,1,White Hart Lane (London),Tottenham,Arsenal,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/42.png
193887,2011-10-15,40.0,33.0,1,1,Anfield (Liverpool),Liverpool,Manchester United,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/33.png
193888,2011-10-15,50.0,66.0,4,1,Etihad Stadium (Manchester),Manchester City,Aston Villa,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/66.png
193889,2011-10-15,71.0,76.0,3,1,"Carrow Road (Norwich, Norfolk)",Norwich,Swansea,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/76.png
193890,2011-10-15,72.0,67.0,1,1,Loftus Road Stadium (London),QPR,Blackburn,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/67.png
193891,2011-10-15,75.0,36.0,2,0,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",Stoke City,Fulham,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/36.png
193892,2011-10-15,61.0,68.0,1,3,The DW Stadium (Wigan),Wigan,Bolton,https://media.api-sports.io/football/teams/61.png,https://media.api-sports.io/football/teams/68.png
193893,2011-10-15,49.0,45.0,3,1,Stamford Bridge (London),Chelsea,Everton,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/45.png
193894,2011-10-16,60.0,39.0,2,0,The Hawthorns (West Bromwich),West Brom,Wolves,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/39.png
193895,2011-10-16,42.0,74.0,2,1,Emirates Stadium (London),Arsenal,Sunderland,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/746.png
193896,2011-10-16,34.0,47.0,2,2,Sports Direct Arena (Newcastle-upon-Tyne),Newcastle,Tottenham,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/47.png
193897,2011-10-22,39.0,76.0,2,2,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,Swansea,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/76.png
193898,2011-10-22,66.0,60.0,1,2,Villa Park (Birmingham),Aston Villa,West Brom,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/60.png
193899,2011-10-22,68.0,74.0,0,2,Reebok Stadium (Bolton),Bolton,Sunderland,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/746.png
193900,2011-10-22,34.0,61.0,1,0,Sports Direct Arena (Newcastle-upon-Tyne),Newcastle,Wigan,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/61.png
193901,2011-10-22,40.0,71.0,1,1,Anfield (Liverpool),Liverpool,Norwich,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/71.png
193902,2011-10-23,42.0,75.0,3,1,Emirates Stadium (London),Arsenal,Stoke City,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/75.png
193903,2011-10-23,36.0,45.0,1,3,Craven Cottage (London),Fulham,Everton,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/45.png
193904,2011-10-23,33.0,50.0,1,6,Old Trafford (Manchester),Manchester United,Manchester City,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/50.png
193905,2011-10-23,67.0,47.0,1,2,Ewood Park (Blackburn),Blackburn,Tottenham,https://media.api-sports.io/football/teams/67.png,https://media.api-sports.io/football/teams/47.png
193906,2011-10-23,72.0,49.0,1,0,Loftus Road Stadium (London),QPR,Chelsea,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/49.png
193907,2011-10-29,45.0,33.0,0,1,Goodison Park (Liverpool),Everton,Manchester United,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/33.png
193908,2011-10-29,49.0,42.0,3,5,Stamford Bridge (London),Chelsea,Arsenal,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/42.png
193909,2011-10-29,50.0,39.0,3,1,Etihad Stadium (Manchester),Manchester City,Wolves,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/39.png
193910,2011-10-29,71.0,67.0,3,3,"Carrow Road (Norwich, Norfolk)",Norwich,Blackburn,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/67.png
193911,2011-10-29,74.0,66.0,2,2,Stadium of Light (Sunderland),Sunderland,Aston Villa,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/66.png
193912,2011-10-29,76.0,68.0,3,1,Liberty Stadium (Swansea),Swansea,Bolton,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/68.png
193913,2011-10-29,61.0,36.0,0,2,The DW Stadium (Wigan),Wigan,Fulham,https://media.api-sports.io/football/teams/61.png,https://media.api-sports.io/football/teams/36.png
193914,2011-10-29,60.0,40.0,0,2,The Hawthorns (West Bromwich),West Brom,Liverpool,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/40.png
193915,2011-10-30,47.0,72.0,3,1,White Hart Lane (London),Tottenham,QPR,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/72.png
193916,2011-10-31,75.0,34.0,1,3,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",Stoke City,Newcastle,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/34.png
193917,2011-11-05,34.0,45.0,2,1,Sports Direct Arena (Newcastle-upon-Tyne),Newcastle,Everton,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/45.png
193918,2011-11-05,42.0,60.0,3,0,Emirates Stadium (London),Arsenal,West Brom,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/60.png
193919,2011-11-05,66.0,71.0,3,2,Villa Park (Birmingham),Aston Villa,Norwich,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/71.png
193920,2011-11-05,67.0,49.0,0,1,Ewood Park (Blackburn),Blackburn,Chelsea,https://media.api-sports.io/football/teams/67.png,https://media.api-sports.io/football/teams/49.png
193921,2011-11-05,40.0,76.0,0,0,Anfield (Liverpool),Liverpool,Swansea,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/76.png
193922,2011-11-05,33.0,74.0,1,0,Old Trafford (Manchester),Manchester United,Sunderland,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/746.png
193923,2011-11-05,72.0,50.0,2,3,Loftus Road Stadium (London),QPR,Manchester City,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/50.png
193924,2011-11-06,39.0,61.0,3,1,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,Wigan,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/61.png
193925,2011-11-06,68.0,75.0,5,0,Reebok Stadium (Bolton),Bolton,Stoke City,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/75.png
193926,2011-11-06,36.0,47.0,1,3,Craven Cottage (London),Fulham,Tottenham,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/47.png
